,Unnamed: 0,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
848,1255,프로텍,3.714426063129936,0.2383849296379739,5.89593106116268,21.9,1.0243811120309994,6.612979023952814,4.398735881443767,0.3195238698224119,85288323600.0
206,265,더존비즈온,1.622709270743815,0.2023422814959881,20.64448672598285,33.5,4.234768328031843,26.190222558495822,14.442311313584192,0.289237120966916,497017725000.0
662,967,이크레더블,0.922289130441856,0.253284380613503,15.526584372884766,14.32,5.2110488968373,10.141204084272683,13.632580102486584,0.2884737354458749,88022176000.0
704,1022,정상제이엘에스,1.695714263709762,0.1910111509536179,8.075289869257803,13.693384214891395,1.2350398363560469,5.289237340932082,5.806216456860226,0.2656584410297943,116103137440.0
408,560,성도이엔지,5.8736587272,0.1719859345246238,1.103230592882785,6.48,0.0986536567111896,12.314186548503407,0.7292545057313825,0.2601837123005593,48600000000.0
630,919,유진테크,2.54162303699872,0.2184856357623419,10.85920280003108,27.6,1.8931577112277995,6.63300318674749,9.22756764099109,0.2571186600786778,177782971200.0
65,79,LG화학,5.953355886332882,0.1735725818815526,11.779440122013034,70.12719918809202,1.3307689001075935,10.335076360387523,9.120517080378605,0.2241745525037797,25912000100000.0
530,751,에이블씨엔씨,5.715228690878457,0.1861940916061266,8.993515881881462,51.4,0.8515990032379998,6.995613167438474,7.559769194442009,0.22150669906739,220869912000.0
116,147,강원랜드,3.9843712221108207,0.1633549718656357,14.029817224306116,55.9,4.55144597489815,12.388506815074054,10.499348169124447,0.2182840649761648,5979636975000.0
542,780,엔씨소프트,13.231094427062924,0.1409429856175573,31.5166672189314,417.0,6.8922560820234855,20.61938544822618,20.45591721021449,0.2171524810597632,4546627102500.0
562,819,오디텍,4.007891991643477,0.196571540320586,5.988185322868083,24.0,1.2868865566427274,7.540316704016852,5.438044039183347,0.2164577565315333,107235036000.0
79,98,SBS콘텐츠허브,1.997285967665141,0.1523428478902564,13.516139290009145,26.99559534094275,1.8683872449506649,11.061330064857374,9.9704989966613,0.2065179639064085,289589242500.0
620,907,유비벨록스,3.758876588042984,0.1863278468612286,9.284688970906142,34.9,1.1906512823749085,9.119066083592406,8.432598200980236,0.2051557614264174,95585062300.0
556,809,영원무역홀딩스,24.21642565202365,0.1456794537545968,3.026871143300814,73.3,0.4039703567231539,3.509844935947675,2.2187818330495124,0.1987364995392833,470110539550.0
579,842,와이솔,2.060268610942161,0.1623002689417315,8.979411665908916,18.5,1.4717497256745855,17.511446003396223,7.47503330479987,0.1949638040247576,97257136250.0
658,959,이오테크닉스,5.42475823167187,0.1423829212479929,11.7424587934803,63.7,1.9269969902508688,11.631744936647053,8.590283469438617,0.1946298502951696,389545438100.0
799,1167,크루셜텍,4.97556296049399,0.1639029431465931,19.133513284001985,95.2,1.8999106218505069,-111.16052961422058,16.25479951497951,0.1929300411913641,395153637200.0
280,379,메가스터디,18.89986966418517,0.1577951919682217,18.64563122717137,352.4,3.940190357410889,12.970510533120777,15.2880599298551,0.1924502502187707,1117225525400.0
864,1281,한국경제TV,0.959323396,0.1561209360244981,6.077199851800549,5.83,1.0916288171029378,6.537785703560941,4.943527506795477,0.1919233033429737,67045000000.0
155,204,녹십자,2.326141679125675,0.1482457304550945,11.951120711808562,27.8,1.721997238698609,16.030168142316867,9.353419033713052,0.189417646455614,1362126191000.0
593,865,우주일렉트로,5.404453025803737,0.1467169570547177,12.286164702139336,66.4,1.830869200446209,12.94434267983968,9.536038672794373,0.1890290885788479,329816104000.0
278,377,매커스,0.3579949313868598,0.0783005690363286,7.262672658318628,2.6,0.3794224052620999,3.7230665970033177,3.035680999402682,0.1873291040734614,19903906100.0
254,340,락앤락,2.640148245,0.1461782637469632,27.384825885032832,72.3,4.679712214865757,-189.31978388835063,21.723612600284085,0.1842725873704195,1807500000000.0
604,881,웨이브일렉트로,0.733859717540294,0.0699976303782427,17.605544617307057,12.92,0.9899050828662777,5.215918201340182,6.802833181011683,0.1811519365445695,68337110000.0
547,795,엘엠에스,4.247874378127066,0.1663206217845606,8.10051287017791,34.409961070917284,1.922444134785103,14.05984406618345,7.652708010224315,0.176053017512468,153085065000.0
60,74,LG생활건강,2.674722918976713,0.12182618177362,25.70600578811874,68.75644283682925,2.1546663724279744,19.06508380193666,18.251457093905938,0.1715843572216888,6091096830000.0
921,1343,한전산업,1.1464363240490798,0.1471946219828482,22.940654834724235,26.3,1.6965653245664938,29.556774031839435,19.776759780589792,0.1707428847748046,428690000000.0
548,796,엘오티베큠,2.006337295882353,0.1585676444267261,6.2003532633973695,12.44,0.7711398048172289,8.714658461967096,5.8210480830268985,0.1689000670613326,63444000000.0
327,453,뷰웍스,2.241016039411142,0.1618243456958167,10.011453455777838,22.43582777221624,2.4214251249078043,13.108723596562578,9.607192117646331,0.1686337574086401,73846517500.0
191,246,대원제약,2.018607557761236,0.0991621906352996,7.728099471351127,15.6,0.695911102008697,5.950111090391686,4.577125248361682,0.1674272018885604,100695628800.0
