종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","4440","195","4.59","4310","4495","4260","411833","1809138950","181561669920","40892268"
"013340","AJS","KOSDAQ","중견기업부","620","35","5.98","587","634","585","569200","352854835","23713420860","38247453"
"068400","AJ렌터카","KOSPI",,"12350","-400","-3.14","12750","12750","12250","223489","2784949650","273506805000","22146300"
"006840","AK홀딩스","KOSPI",,"40950","-200","-0.49","41400","41850","40250","13472","552774400","476967622950","11647561"
"054620","AP시스템","KOSDAQ","우량기업부","9860","40","0.41","9870","10050","9820","342728","3404003060","226403969180","22961863"
"090470","AST젯텍","KOSDAQ","벤처기업부","3040","35","1.16","3005","3070","3000","12270","37231440","44377336320","14597808"
"138930","BS금융지주","KOSPI",,"16000","-100","-0.62","16050","16200","15750","852000","13553499500","3094078384000","193379899"
"001460","BYC","KOSPI",,"188000","-500","-0.27","187000","188500","185500","175","32568000","117427620000","624615"
"001465","BYC우","KOSPI",,"69600","-100","-0.14","69700","69700","68500","7","484100","14990796000","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","3180","-30","-0.93","3215","3215","3155","43784","138820385","55845859380","17561591"
"001040","CJ","KOSPI",,"116500","7000","6.39","110000","117500","108500","477710","54800099000","3383226638000","29040572"
"079160","CJ CGV","KOSPI",,"43500","550","1.28","43500","43750","43000","128738","5518813200","920517115500","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","30500","-300","-0.97","30850","30900","30300","219797","6725186750","1181328714500","38732089"
"000120","CJ대한통운","KOSPI",,"100000","700","0.70","99700","101000","97900","89156","8904454000","2281234400000","22812344"
"011150","CJ씨푸드","KOSPI",,"2495","20","0.81","2495","2500","2460","76010","188676200","89647278635","35930773"
"011155","CJ씨푸드1우","KOSPI",,"5700","140","2.52","5600","6180","5600","2220","13041800","1140000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","415000","10500","2.60","407600","418900","403900","15034","6209175700","2575018975000","6204865"
"001045","CJ우","KOSPI",,"40600","700","1.75","40500","40700","39500","5612","225175950","91765053800","2260223"
"097950","CJ제일제당","KOSPI",,"277000","9000","3.36","268000","277500","267000","126438","34647456500","3628699446000","13099998"
"097955","CJ제일제당 우","KOSPI",,"94000","1500","1.62","92900","94800","91700","3055","284870500","124778702000","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","29300","0","0.00","29950","29950","29300","7315","215274050","317878630000","10849100"
"037560","CJ헬로비전","KOSPI",,"19200","150","0.79","19050","19350","18800","89630","1707016000","1486979808000","77446865"
"058820","CMG제약","KOSDAQ","중견기업부","932","22","2.42","939","940","906","216036","200260677","80736239112","86626866"
"023460","CNH","KOSDAQ","중견기업부","1240","5","0.40","1225","1250","1225","15392","19101155","46128000000","37200000"
"065770","CS","KOSDAQ","벤처기업부","2500","0","0.00","2500","2550","2415","24730","60928800","30000000000","12000000"
"159910","CS엘쏠라","KOSDAQ","벤처기업부","7490","30","0.40","7520","7530","7400","18337","137014260","62937069370","8402813"
"000590","CS홀딩스","KOSPI",,"36150","550","1.54","35600","36200","35500","130","4645500","41734524300","1154482"
"056340","CU전자","KOSDAQ","중견기업부","211","-1","-0.47","212","215","208","405768","85623022","11085126806","52536146"
"139130","DGB금융지주","KOSPI",,"16500","-50","-0.30","16550","16600","16400","184143","3033758000","2211877041000","134053154"
"068790","DMS","KOSDAQ","중견기업부","2665","25","0.95","2630","2700","2620","58329","155574150","52999982295","19887423"
"004840","DRB동일","KOSPI",,"7760","0","0.00","7760","7850","7700","6534","50510560","131683017360","16969461"
"155660","DSR","KOSPI",,"3870","35","0.91","3850","3950","3815","2800","10892350","61920000000","16000000"
"069730","DSR제강","KOSPI",,"3065","-70","-2.23","3150","3225","3055","23780","74137850","44136000000","14400000"
"009730","DS제강","KOSDAQ","중견기업부","1130","10","0.89","1120","1140","1105","19620","22019610","35478500390","31396903"
"017940","E1","KOSPI",,"66800","-1400","-2.05","68200","68200","66700","3271","219462900","458248000000","6860000"
"037370","EG","KOSDAQ","벤처기업부","16300","200","1.24","16050","16450","16000","29410","478151650","122250000000","7500000"
"079190","EMW","KOSDAQ","벤처기업부","3400","-20","-0.58","3460","3460","3350","51706","175344635","61710448800","18150132"
"007700","F&F","KOSPI",,"7060","-70","-0.98","7000","7070","7000","240","1685800","108724000000","15400000"
"114090","GKL","KOSPI",,"40400","1100","2.80","39500","40400","39000","51355","2055625500","2498969068000","61855670"
"078930","GS","KOSPI",,"57300","500","0.88","57300","57500","56700","247692","14155624900","5324051159400","92915378"
"083450","GST","KOSDAQ","벤처기업부","5410","-90","-1.64","5470","5470","5330","107035","577462280","48220698730","8913253"
"006360","GS건설","KOSPI",,"30500","500","1.67","30100","31150","29850","1122145","34424880300","1555500000000","51000000"
"001250","GS글로벌","KOSPI",,"8860","110","1.26","8780","8860","8710","16433","144722780","199649149040","22533764"
"007070","GS리테일","KOSPI",,"28000","100","0.36","28200","28200","27950","47417","1329635000","2156000000000","77000000"
"078935","GS우","KOSPI",,"29000","-150","-0.51","29000","29000","28600","890","25539500","51759954000","1784826"
"028150","GS홈쇼핑","KOSDAQ","우량기업부","307100","2100","0.69","309700","312000","301100","21568","6568626100","2015343750000","6562500"
"053870","GT&T","KOSDAQ","벤처기업부","770","-12","-1.53","782","838","729","382396","287125218","6160000000","8000000"
"041590","GemTech","KOSDAQ","중견기업부","2280","20","0.88","2260","2320","2220","108058","244069725","39164239440","17177298"
"035000","GⅡR","KOSPI",,"7740","-30","-0.39","7520","7770","7520","240","1841800","128231745660","16567409"
"032800","G러닝","KOSDAQ","중견기업부","591","-12","-1.99","598","609","591","36782","21966142","13947732975","23600225"
"078150","HB테크놀러지","KOSDAQ","벤처기업부","1515","-5","-0.33","1510","1535","1500","526008","799352780","114576857835","75628289"
"001500","HMC투자증권","KOSPI",,"9810","50","0.51","9750","9810","9680","14402","139979020","287797058910","29337111"
"036640","HRS","KOSDAQ","중견기업부","2865","30","1.06","2845","2870","2830","42033","119913765","46856502000","16354800"
"011420","IB월드와이드","KOSPI",,"1880","70","3.87","1800","2070","1770","88230","161718400","36890157120","19622424"
"003560","IHQ","KOSPI",,"2125","-5","-0.23","2130","2130","2095","29211","61615425","87072338250","40975218"
"095340","ISC","KOSDAQ","벤처기업부","16300","-50","-0.31","16350","16600","16150","8327","136256500","125347000000","7690000"
"099520","ITX시큐리티","KOSDAQ","벤처기업부","7100","-140","-1.93","7280","7280","7100","201477","1444804030","89589113500","12618185"
"175330","JB금융지주","KOSPI",,"6360","-20","-0.31","6410","6410","6200","342416","2159393060","425002942320","66824362"
"005560","JS전선","KOSPI",,"4845","10","0.21","4850","4850","4650","36212","173387440","55129510800","11378640"
"067290","JW중외신약","KOSDAQ","중견기업부","4060","65","1.63","3995","4085","3965","81514","329878535","149476918500","36816975"
"001060","JW중외제약","KOSPI",,"16100","250","1.58","15750","16400","15750","33861","548187700","222128785900","13796819"
"001067","JW중외제약2우B","KOSPI",,"16150","-200","-1.22","15800","16150","15800","420","6697000","1157082900","71646"
"001065","JW중외제약우","KOSPI",,"11000","0","0.00","0","0","0","0","0","1499366000","136306"
"096760","JW홀딩스","KOSPI",,"2485","-20","-0.80","2555","2610","2485","101456","258096815","127734290565","51402129"
"035900","JYP Ent.","KOSDAQ","중견기업부","4500","20","0.45","4515","4600","4455","60529","271845820","153193554000","34043012"
"105560","KB금융","KOSPI",,"42250","900","2.18","41050","42450","41050","1339335","56477265900","16323359029250","386351693"
"024120","KB오토시스","KOSDAQ","중견기업부","4290","-5","-0.12","4290","4295","4225","554","2348980","49335000000","11500000"
"002380","KCC","KOSPI",,"468500","6500","1.41","464000","468500","459500","10532","4908754500","4928620000000","10520000"
"021320","KCC건설","KOSDAQ","우량기업부","21550","350","1.65","21200","21550","21150","4305","91771700","124990000000","5800000"
"036670","KCI","KOSDAQ","벤처기업부","9220","510","5.86","8800","9440","8720","218215","2004151710","101420000000","11000000"
"009070","KCTC","KOSPI",,"19450","150","0.78","19450","19450","19150","1180","22651000","58350000000","3000000"
"068060","KCW","KOSDAQ","중견기업부","6070","-60","-0.98","6130","6230","5900","18344","110280900","33020800000","5440000"
"009440","KC그린홀딩스","KOSPI",,"6190","330","5.63","5850","6250","5850","404571","2476543780","138872526200","22434980"
"119650","KC코트렐","KOSPI",,"9260","-130","-1.38","9380","9380","9130","14806","137208540","92600000000","10000000"
"092220","KEC","KOSPI",,"784","3","0.38","781","804","770","837967","657974705","46293149056","59047384"
