종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2785","125","4.70","2660","2790","2640","252066","691222255","116897974330","41974138"
"095570","AJ네트웍스","KOSPI",,"32500","0","0.00","0","0","0","0","0","304344917500","9364459"
"068400","AJ렌터카","KOSPI",,"8350","-120","-1.42","8440","8440","8330","136140","1140871910","184921605000","22146300"
"006840","AK홀딩스","KOSPI",,"56000","700","1.27","55400","56000","54600","28778","1590848800","741863416000","13247561"
"054620","AP시스템","KOSDAQ","우량기업부","29850","700","2.40","29000","30150","28750","567494","16825930300","764457335850","25609961"
"211270","AP위성","KOSDAQ","중견기업부","8780","10","0.11","8730","8850","8690","18093","158177920","131829979120","15014804"
"027410","BGF리테일","KOSPI",,"81800","-1400","-1.68","83200","83500","81300","65538","5367501100","4052995725000","49547625"
"138930","BNK금융지주","KOSPI",,"8680","-90","-1.03","8720","8770","8620","764663","6637915400","2829117935280","325935246"
"001460","BYC","KOSPI",,"397000","1000","0.25","396500","399000","395500","846","335070000","247972155000","624615"
"001465","BYC우","KOSPI",,"173000","-1000","-0.57","172500","173000","169000","261","44489500","37261605000","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","2640","-25","-0.94","2630","2670","2615","106298","279934165","75384780240","28554841"
"001040","CJ","KOSPI",,"187000","2000","1.08","186000","187500","182500","46192","8597605000","5456098626000","29176998"
"079160","CJ CGV","KOSPI",,"70400","1600","2.33","68800","70900","68400","108263","7602164800","1489756435200","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","70900","500","0.71","69900","70900","69700","156579","11022803500","2746105110100","38732089"
"000120","CJ대한통운","KOSPI",,"179000","3500","1.99","176000","179500","174000","26928","4780716500","4083409576000","22812344"
"011150","CJ씨푸드","KOSPI",,"3470","5","0.14","3465","3490","3435","93787","324623845","124679782310","35930773"
"011155","CJ씨푸드1우","KOSPI",,"16950","-100","-0.59","17200","17200","16650","1450","24380200","3390000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","162900","-600","-0.37","163500","163500","161200","6057","983067700","1012507882200","6215518"
"001045","CJ우","KOSPI",,"74600","0","0.00","74900","75000","73600","3591","267196000","168612635800","2260223"
"097950","CJ제일제당","KOSPI",,"357500","1500","0.42","357000","358000","351500","27337","9694069500","4705378535000","13161898"
"097955","CJ제일제당 우","KOSPI",,"173000","0","0.00","173500","173500","172500","304","52565500","229645909000","1327433"
