종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069110","3H","KOSDAQ",,"799","0","0.00","810","810","777","29197","22986508","7938963076","9936124"
"060310","3S","KOSDAQ",,"3270","130","4.14","3185","3300","3180","70516","228683695","103393783380","31618894"
"900010","3노드디지탈","KOSDAQ",,"1840","25","1.38","1850","1920","1825","2807371","5235040000","106101888800","57664070"
"038120","AD모터스","KOSDAQ",,"718","93","14.88","717","718","680","1281192","911831060","23293489548","32442186"
"013340","AJS","KOSDAQ",,"1740","45","2.65","1695","1750","1675","404973","692468205","57449238960","33016804"
"054620","AP시스템","KOSDAQ",,"7640","100","1.33","7520","7760","7410","1640053","12485452310","163704350440","21427271"
"004560","BNG스틸","KOSPI",,"11250","200","1.81","11100","11350","11000","62628","700701500","169636623750","15078811"
"004565","BNG스틸우","KOSPI",,"12450","200","1.63","12250","12500","12100","620","7638000","1367657400","109852"
"038710","BRN사이언스","KOSDAQ",,"1500","40","2.74","1460","1525","1460","183327","272900065","21437398500","14291599"
"048550","BT&I","KOSDAQ",,"1000","-170","-14.53","1120","1160","996","2199344","2294443252","30490788000","30490788"
"001460","BYC","KOSPI",,"161000","-2000","-1.23","163000","163000","161000","62","10092500","100563015000","624615"
"001465","BYC우","KOSPI",,"74400","0","0.00","74400","74400","74400","2","148800","16024644000","215385"
"032040","C&S자산관리","KOSDAQ",,"655","1","0.15","660","665","651","918149","603681304","51905513645","79245059"
"001040","CJ","KOSPI",,"78900","-400","-0.50","79000","80600","78700","198171","15731238700","2285987925900","28973231"
"079160","CJ CGV","KOSPI",,"28000","0","0.00","28100","28100","27350","87420","2418568000","577288824000","20617458"
"011150","CJ씨푸드","KOSPI",,"2365","50","2.16","2350","2400","2310","313785","741738010","84976278145","35930773"
"011155","CJ씨푸드1우","KOSPI",,"12300","250","2.07","12250","12650","12200","1780","22024000","2460000000","200000"
"035760","CJ오쇼핑","KOSDAQ",,"231000","-1400","-0.60","232400","233400","228300","34663","8000110700","1402303518000","6070578"
"001045","CJ우","KOSPI",,"28000","-250","-0.88","28100","28400","27900","2621","73547500","63286244000","2260223"
"037150","CJ인터넷","KOSDAQ",,"16200","-100","-0.61","16150","16400","15700","149778","2407310100","369380460600","22801263"
"097950","CJ제일제당","KOSPI",,"217000","500","0.23","217500","217500","214500","38505","8319105000","2772163716000","12774948"
"097955","CJ제일제당 우","KOSPI",,"70500","100","0.14","70400","70600","69800","4869","341807400","93584026500","1327433"
"051500","CJ프레시웨이","KOSDAQ",,"11700","250","2.18","11050","11700","11050","5259","59951100","126083880000","10776400"
"023460","CNH","KOSDAQ",,"1215","35","2.97","1180","1220","1180","19352","23241115","45198000000","37200000"
"065770","CS","KOSDAQ",,"7050","290","4.29","6850","7080","6560","135195","925836710","84600000000","12000000"
"000590","CS홀딩스","KOSPI",,"64200","-100","-0.16","63600","64800","63600","734","46905500","58889889600","917288"
"050470","CT&T","KOSDAQ",,"986","73","8.00","921","1015","911","21228257","20600049004","247271522322","250782477"
"056340","CU전자","KOSDAQ",,"730","9","1.25","706","735","692","717528","511006634","37621386580","51536146"
"068790","DMS","KOSDAQ",,"10500","250","2.44","10250","10500","10200","336934","3490168150","208817941500","19887423"
"069730","DSR제강","KOSPI",,"3915","55","1.42","3865","3945","3865","22331","87349065","56376000000","14400000"
"009730","DS제강","KOSDAQ",,"685","10","1.48","675","692","675","132941","90636448","13685293050","19978530"
"017940","E1","KOSPI",,"54700","-700","-1.26","55500","55500","53700","3291","179964800","375242000000","6860000"
"037370","EG","KOSDAQ",,"38000","1800","4.97","36550","41600","36000","4791642","186873666350","285000000000","7500000"
"080220","EMLSI","KOSDAQ",,"3495","175","5.27","3300","3575","3265","91327","317985690","58033230780","16604644"
"079190","EMW","KOSDAQ",,"4490","100","2.28","4460","4620","4315","49859","221219105","56401763600","12561640"
"007700","F&F","KOSPI",,"5560","-60","-1.07","5670","5670","5560","11580","64728700","85624000000","15400000"
"114090","GKL","KOSPI",,"20650","-150","-0.72","20750","20850","20300","426325","8756044300","1277319585500","61855670"
"078930","GS","KOSPI",,"65200","-4600","-6.59","69000","69100","65100","2488102","165015537500","6058082645600","92915378"
"083450","GST","KOSDAQ",,"3025","135","4.67","2890","3030","2865","42227","123314405","22748000000","7520000"
"006360","GS건설","KOSPI",,"116000","-1000","-0.85","116000","118000","114500","263668","30536300000","5916000000000","51000000"
"001250","GS글로벌","KOSPI",,"17350","-200","-1.14","17500","17600","17350","56594","987297900","195480402700","11266882"
"078935","GS우","KOSPI",,"25950","-1600","-5.81","27300","27300","25800","17400","456654000","46316234700","1784826"
"028150","GS홈쇼핑","KOSDAQ",,"109300","-1600","-1.44","112700","113000","109300","16265","1814595900","717281250000","6562500"
"053870","GT&T","KOSDAQ",,"1175","10","0.86","1160","1185","1155","38862","45427855","9400000000","8000000"
"035000","GⅡR","KOSPI",,"10450","250","2.45","10150","10450","10050","17150","174252000","173129424050","16567409"
"032800","G러닝","KOSDAQ",,"640","12","1.91","601","670","601","4893","3114309","15104144000","23600225"
"041590","H&H","KOSDAQ",,"1095","25","2.34","1055","1100","1055","28835","31115645","17261047830","15763514"
"126640","HMC스팩1호","KOSDAQ",,"2310","20","0.87","2250","2350","2250","3111","7055460","28875000000","12500000"
"001500","HMC투자증권","KOSPI",,"21200","200","0.95","21000","21400","20900","115738","2446278600","621946753200","29337111"
"036640","HRS","KOSDAQ",,"4965","20","0.40","4945","4975","4900","90750","448956465","81201582000","16354800"
"007720","HS홀딩스","KOSDAQ",,"1150","55","5.02","1095","1235","1060","6773519","7811163295","98410334600","85574204"
"126680","IBKS스팩1호","KOSDAQ",,"997","2","0.20","999","999","988","61340","60801747","20817360000","20880000"
"011420","IB스포츠","KOSPI",,"1990","110","5.85","1880","1990","1875","17192","33010780","39048623760","19622424"
"003560","IHQ","KOSPI",,"1800","-120","-6.25","1925","1960","1700","628579","1160387250","72603392400","40335218"
"095340","ISC","KOSDAQ",,"4970","250","5.30","4655","5120","4655","59301","295939955","38219300000","7690000"
"036420","ISPLUS","KOSDAQ",,"2000","10","0.50","1990","2025","1935","192442","380161605","69024636000","34512318"
"099520","ITX시큐리티","KOSDAQ",,"2710","115","4.43","2680","2725","2600","28481","76035130","18788690160","6933096"
"067000","JCE","KOSDAQ",,"22100","150","0.68","22150","22450","21500","58570","1281165000","227962759700","10315057"
"065310","JH코오스","KOSDAQ",,"1000","33","3.41","966","1000","939","207326","201594008","30369949000","30369949"
"005560","JS전선","KOSPI",,"11800","-50","-0.42","11800","11900","11700","18017","213057700","134267952000","11378640"
"105560","KB금융","KOSPI",,"60000","500","0.84","59500","60300","59000","1281246","76844866200","23181101580000","386351693"
"024120","KB오토시스","KOSDAQ",,"7090","30","0.42","7060","7140","7010","40408","285347380","81535000000","11500000"
"002380","KCC","KOSPI",,"394500","10000","2.60","384500","395000","380000","42743","16713921000","4150140000000","10520000"
"021320","KCC건설","KOSDAQ",,"41900","1400","3.46","40500","42200","40500","14950","623955550","243020000000","5800000"
"036670","KCI","KOSDAQ",,"4450","0","0.00","4250","4450","4245","8421","36111835","48950000000","11000000"
"009070","KCTC","KOSPI",,"22450","200","0.90","22450","22450","22450","100","2245000","67350000000","3000000"
"068060","KCW","KOSDAQ",,"2780","135","5.10","2690","2780","2610","12256","32866075","15123200000","5440000"
"009440","KC그린홀딩스","KOSPI",,"3485","-45","-1.27","3520","3540","3435","70397","245307445","78185905300","22434980"
"119650","KC코트렐","KOSPI",,"15650","550","3.64","15050","15700","15000","13293","205294700","95778000000","6120000"
"092220","KEC","KOSPI",,"1135","25","2.25","1125","1165","1115","1795438","2045378380","149151462300","131410980"
"109070","KGP","KOSPI",,"1995","10","0.50","2010","2010","1980","776","1542535","17738135520","8891296"
"001390","KG케미칼","KOSPI",,"9970","-30","-0.30","10100","10100","9970","20776","207687420","106679000000","10700000"
"060720","KH바텍","KOSDAQ",,"21900","600","2.82","21500","22000","21350","184979","4038566850","350400000000","16000000"
"001940","KISCO홀딩스","KOSPI",,"53800","-200","-0.37","54800","54900","52900","2967","158500500","198805848800","3695276"
"083470","KJ프리텍","KOSDAQ",,"4310","-760","-14.99","5070","5360","4310","364682","1615201290","26472020000","6142000"
"083420","KPX그린케미칼","KOSPI",,"4300","10","0.23","4290","4650","4210","39810","170300650","86000000000","20000000"
"114450","KPX생명과학","KOSDAQ",,"3755","30","0.81","3755","3790","3710","14547","54457320","56325000000","15000000"
"025000","KPX케미칼","KOSPI",,"60400","2400","4.14","56700","60900","56700","6233","371192600","292336000000","4840000"
"092230","KPX홀딩스","KOSPI",,"57000","800","1.42","55600","57500","55600","4145","236744000","240804822000","4224646"
"025850","KPX화인케미칼","KOSPI",,"58500","0","0.00","58400","59400","57600","11887","694749400","222300000000","3800000"
"044450","KSS해운","KOSPI",,"4160","-60","-1.42","4260","4260","4115","22341","93123460","48226630400","11592940"
"030200","KT","KOSPI",,"46250","-500","-1.07","46750","46750","46000","1271230","58851174020","12076421120000","261111808"
"033780","KT&G","KOSPI",,"64700","-500","-0.77","65200","65700","64300","365479","23733713200","8882824555900","137292497"
"030210","KTB투자증권","KOSPI",,"5350","300","5.94","5050","5350","5010","292173","1500727270","322680392200","60314092"
"036030","KTH","KOSDAQ",,"8160","200","2.51","8080","8620","8080","462520","3858018000","281520000000","34500000"
