,Unnamed: 0,Name,ROE,ROA,PER,PBR,PSR,PCR,POR,GP/A,시가총액
339,379,메가스터디,60.03272239984603,0.3401573740066363,1.380913553242633,82.9,0.6675934859218638,2.008458673000919,5.828500850997685,0.0805915517573927,166475261950.0
114,120,SK텔레콤,33.95875803669437,0.0530374890483796,11.478905537359363,389.8093756692578,1.0154035605909504,4.605639648752067,10.187728099608549,0.0597593811664913,17400700720500.0
79,85,NAVER,31.36797707128113,0.1178742664079292,41.95361393594171,1316.0,6.665613714602809,25.47600773173965,26.12477798688074,0.1892935307754193,21689442782000.0
706,809,영원무역홀딩스,25.320416997076475,0.0651866985239285,5.371159567226035,136.0,0.493074199929424,3.097498855976343,4.016106111948641,0.0871810031092015,927220256000.0
1240,1413,휴젤,21.83695934785561,0.1535155466035171,18.18934558024925,397.2,10.02394734280644,33.00040112710188,36.72899399763245,0.0760256959200196,652213918800.0
442,499,삼성전자,21.236597980644312,0.0787025423177709,9.737448186120734,206.79027248600025,0.9249635878235096,4.632775993546565,7.026617909926317,0.1090655472887816,185597164620000.0
971,1103,컴투스,19.557208166529616,0.2161231295377316,12.1182940827722,237.0,3.516858356077809,11.051439282378263,9.18886449238144,0.2850236439985346,1524670770000.0
1181,1341,한전KPS,18.881694173444444,0.1644175358690172,23.5678004268206,445.0,3.394887950083341,28.64123039589248,22.862618392579567,0.169488883796805,4005000000000.0
592,665,아모레퍼시픽,16.946602037054426,0.1316188846081936,41.43503348975965,702.1830229429793,5.083477901814882,38.61499736167495,31.3504105444906,0.1739573038090155,24231044105000.0
686,780,엔씨소프트,15.171715589413882,0.0749597347402004,28.078564845840045,426.0,5.571865729470981,19.354169312253827,19.66965484772372,0.1070055264835143,4670881686000.0
344,386,메디톡스,14.953601287006975,0.2077738583811715,68.58548521626913,1025.6,32.773931517384625,129.75057096256162,56.14674385188681,0.2538040483686956,2900671148000.0
701,803,엠케이전자,13.96038278526441,0.1502411716149174,1.0214619627086334,14.26,0.3431621614342845,11.323002984970673,6.276861358295164,0.0244494235697282,155488822570.0
439,496,삼성에스디에스,12.143810768825167,0.0742031728422896,41.83200888670844,508.0,2.502586678373842,22.727489606479264,33.41082137744747,0.0929060603058352,19653961200000.0
542,611,슈피겐코리아,11.997672957965936,0.2093084390360731,10.435356959523771,125.2,2.62738597809616,9.100234875266208,8.802207556061429,0.248143237031265,389144323800.0
512,572,세방전지,11.231466892428571,0.0785115381513785,7.274205656527032,81.7,0.5980617704529333,8.435154727772018,5.999437325917624,0.0951937729987109,571900000000.0
181,199,노루홀딩스,10.377855108947136,0.0894245965806447,3.6657052433816695,38.04215788792276,0.4731160987916976,9.035626107308447,11.875106339497554,0.0276043180752543,323365969500.0
517,577,세아홀딩스,10.3536875498,0.0398873151359859,2.5304993871971826,26.2,0.1294401784364893,1.0461991735481295,1.822282035516857,0.0553892452108407,524000000000.0
587,660,씨케이에이치,9.45280882271515,0.0835564053755752,1053.5118023019909,9958.645659634798,185.48510705989275,898.3164619405848,782.8971065782953,0.1124383504312959,304318405300.0
484,541,서산,8.927662277,0.1617075666136208,2.7218771550759904,24.3,0.4301031991478931,1.8253636909322384,2.285071192687882,0.1926190014459927,48600000000.0
564,636,신세계,8.7998770733824,0.0547073378942246,5.227345747719522,46.0,0.8831531705609125,7.5958621595766465,8.638297368694207,0.0331053861547786,2264391630000.0
1013,1148,코웨이,8.438272253028462,0.1932640177064122,18.90355581078129,159.51335048169074,2.8015190428115178,12.647529730006807,13.998805907464964,0.2609777697525471,6486195343600.0
485,542,서연,8.377467333694938,0.0362875242492953,3.03194258935978,25.4,0.0931447120458345,1.5872944787658063,2.080826775058769,0.0528740265901072,285559550800.0
648,733,에스원,8.180961441797503,0.1114686964343147,24.373663342457736,199.4,2.105234527253345,11.91726921111937,21.955006885530278,0.1237485596920133,3788518046600.0
817,931,이노션,7.8036780957,0.054553055390683,17.94025820685032,140.0,1.417112704747241,20.501109883851782,15.065467134698777,0.0649628644721762,1400000000000.0
861,981,인탑스,7.61455077,0.0619342058706141,5.647082972959152,43.0,0.2883657313949181,3.217895330132935,5.340122096719708,0.0654943076358745,184900000000.0
166,177,금화피에스시,7.558852719333333,0.1199806464632708,9.287123668972798,70.2,0.8924875058407241,8.535404693736908,7.60763522603105,0.1464679980679126,210600000000.0
612,688,아이에스동서,7.428020494865686,0.0549021279885128,11.981657840270849,89.0,1.2829998339982436,-6.713100645153845,10.597771785781053,0.0620713981729356,1213521541500.0
607,682,아이디스홀딩스,7.283373536639248,0.0692695544631318,4.517137537227148,32.9,0.4264858704615588,5.074270520203427,4.216064458492724,0.0742161576828162,170220586200.0
340,380,메가스터디교육,6.888432897259308,0.0350065065002894,17.885054821252222,123.2,1.1435104357371118,8.123219867451937,16.959986720193317,0.0369159067272585,143181561600.0
767,875,원익머트리얼즈,6.855790608928802,0.090635149720259,19.166279645248803,131.4,2.113392438001964,15.596639333873894,12.203652440694793,0.1423457963645987,406761840000.0
