,2020,2019,2018,2017,2016,2015,2014
자본금,3463800000,3434825500,2289967000,2289967000,2289967000,858240000,802750000
자산총계,84577673563,75458914638,70953162562,62766099781,57151084195,35313384333,36422482878
당기순이익,10357100419,6085344514,3628292184,88166651,4181156234,4289468943,6009799453
영업활동현금흐름,16302241398,11325721929,6713911904,4733700650,1461412179,5366440258,9695597655
영업이익,10444580424,7212555742,4337392870,378691273,4917858911,5371661791,6395134485
매출액,53378373759,47420587988,36429971855,27878324575,28240813254,24453536519,22962987339
종가,14750,10000,8910,9890,12550,,
시가총액,102182100000,68696510000,40807211940,45295547260,57478171700,,
상장주식수,6927600,6869651,4579934,4579934,4579934,,
