,2018,2017,2016,2020,2019
자본금,30000000000,30000000000,27000000000,,
자산총계,519526006025,498274610895,302254654599,,
당기순이익,44468969924,74084556824,39333140888,,
영업활동현금흐름,54735640199,124658382242,69388703306,,
영업이익,62980927945,96912373201,52279036150,,
매출액,1010677675826,888388274645,719672711218,,
종가,19250,26500,,13500.0,15300.0
시가총액,577500000000,795000000000,,607500000000.0,459000000000.0
상장주식수,30000000,30000000,,45000000.0,30000000.0
