,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,9723110000,9723110000,9477583000,9264399500,9105651500,8703424500,8703424500,8301197000,8301197000,8301197000
자산총계,416008701621,379323829691,335916619194,342380078258,267644513222,211567795250,173475078781,149900548318,119500424552,118557651957
당기순이익,32928361791,11319610244,18560595798,39386784981,14642894293,16705026708,7362560441,8948321055,10655262633,12475594092
영업활동현금흐름,25099582656,20527116854,39549127265,26155614652,6865344642,3490117033,9313201751,13053762372,4898865328,12684457235
영업이익,37910274782,24400095096,25092949263,41515988469,23092630745,23278455549,11931558314,9497806680,11933652354,16918922592
매출액,228153323968,186865005850,193710297233,222772282250,141979321639,136031630056,112442521123,91818794373,91076775642,101978946253
종가,23650,13900,9170,20550,13800,9060,7960,7000,6080,7600
시가총액,456889288900,268531125400,172650302440,378148050750,249557392200,156551499900,131140681600,115324720000,100167756800,125209696000
상장주식수,19318786,19318786,18827732,18401365,18083869,17279415,16474960,16474960,16474960,16474960
