,2020,2019,2018,2017,2016
자본금,3989633100,1900092800,1900092800,1145092800,1145092800
자산총계,109012107500,44791106663,28652326970,23427229925,21568343304
당기순이익,-33597161228,-19546873364,-4753661052,1497014443,515303282
영업활동현금흐름,-6650550734,3307194056,-2280100976,3151506614,1180997215
영업이익,-3493259136,1669757789,-861285257,2125879451,797287916
매출액,44628819346,57475214852,19115789815,21542393913,14120085942
종가,4530,,,,
시가총액,265532645340,,,,
상장주식수,58616478,,,,
