,2020,2019,2018,2017,2016,2015,2014,2013
자본금,10314000000,10314000000,10314000000,10314000000,5157000000,5157000000,4117000000,4117000000
자산총계,304983211260,286152979215,275513504281,199405442905,182991825829,114370820593,45346187547,33423827148
당기순이익,-11692928757,-17722533922,7641534416,6373059456,17108377667,8569486927,2243761511,2039032783
영업활동현금흐름,25509172538,-13474570733,-6708761695,4801842086,9528005062,13461940001,4154290997,3028916331
영업이익,-2321317851,-9905184170,17986459178,11530750908,18767494044,10766069892,3461530782,3036090681
매출액,266791324625,194269355371,201729211940,136351049282,120781170476,77516374451,46914079401,39206850339
종가,8520,6570,,,,,,
시가총액,175750560000,135525960000,,,,,,
상장주식수,20628000,20628000,,,,,,
