,2020,2019,2018,2017
자본금,3172716000,3142716000,2480506500,2377623000
자산총계,72664630375,58574247889,52957043193,31963606494
당기순이익,-4970697099,4441816860,1698275773,1273515553
영업활동현금흐름,4879928430,3816379813,-8076690023,2708479100
영업이익,2595374904,3830703656,913859402,3167292691
매출액,42592377323,56310399397,51106737397,48382030294
종가,14100,11800,,
시가총액,89470591200,74168097600,,
상장주식수,6345432,6285432,,
