,2018,2017,2016,2015,2020,2019
자본금,8558550000,8558550000,5705700000,5705700000,,
자산총계,54462669860,62674029555,28492212023,30249035227,,
당기순이익,-7808867746,-4758219456,-2081123552,83156609,,
영업활동현금흐름,-3517582653,-5164747992,-1129632137,4859783022,,
영업이익,-5414744228,-4294142161,-2233924733,-342391376,,
매출액,14368889166,13458870699,13085002516,23017132022,,
종가,2365,4330,,,829.0,744.0
시가총액,40481941500,74117043000,,,14190075900.0,12735122400.0
상장주식수,17117100,17117100,,,17117100.0,17117100.0
