,2020,2019,2018,2017,2016,2015
자본금,3199449500,2696363000,2696363000,,,
자산총계,63977712479,2387519397,10383232318,,,
당기순이익,32964468829,-9162256485,-5724463484,,,
영업활동현금흐름,-13587563335,-5222008254,-5033560206,,,
영업이익,-9266623514,-6559792081,-5711310706,,,
매출액,1571991617,136618494,252320050,,,
종가,16500,16500,21000,14900.0,16550.0,17400.0
시가총액,105581833500,88979979000,113097915000,70854223300.0,76602618350.0,41586000000.0
상장주식수,6398899,5392726,5385615,4755317.0,4628557.0,2390000.0
