,2020,2019,2018
자본금,4065500000,3190000000,1450000000
자산총계,52478665554,30402877351,22917075297
당기순이익,4863848761,4341041575,-3552564357
영업활동현금흐름,2802045245,5817960792,-1129631304
영업이익,4260279473,4270675890,1462634908
매출액,43872409646,37983372334,30403684579
종가,14150,,
시가총액,115053650000,,
상장주식수,8131000,,
