,2020,2019,2018,2017,2016,2015,2014
자본금,8295507000,8295507000,8295507000,8295507000,8295507000,6295507000,6295507000
자산총계,224719736932,232073460396,201132165399,196450492242,190357988386,94080084554,79747852451
당기순이익,-4076790984,13826669441,15566221397,14396760306,14666168133,14481565495,3217075916
영업활동현금흐름,23254417215,9452886919,14701751499,20616770169,8367263311,9331338117,7072112292
영업이익,8435682346,22835773970,21220313181,17299393207,17975800334,19746131463,11066584109
매출액,101523890805,126174797528,116389468831,106517566268,98457313563,86609301204,77943409564
종가,10950,13250,16350,18500,17150,,
시가총액,181671603300,219830935500,271263078900,306933759000,284535890100,,
상장주식수,16591014,16591014,16591014,16591014,16591014,,
