,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,7539354500,7539354500,7539354500,7539354500,7539354500,7539354500,7539354500,7539354500,7539354500
자산총계,158027563450,148305571903,135439991518,115632737607,114728420378,104865241085,98413426352,109782457919,112691969039
당기순이익,10658148652,11769340279,15837893813,14599266045,6662439707,2925579019,5251545341,4438681501,
영업활동현금흐름,29368434781,18605829266,14514154116,19304116062,25050543584,7121830463,10221612152,9927919675,
영업이익,13071221166,14363542426,19063746491,17774021028,8204556136,8227535495,8349610559,6263964587,
매출액,168014607889,182759456999,157590707996,140744311542,132728266156,118488316491,113328872661,105326502019,
종가,5540,5420,5760,5190,4960,4645,4955,,
시가총액,83536047860,81726602780,86853363840,78258499710,74790396640,70040603305,74715003095,,
상장주식수,15078709,15078709,15078709,15078709,15078709,15078709,15078709,,
