,2020,2019,2018
자본금,3044458000,2911478000,2583170500
자산총계,73465525090,34945708933,21511807172
당기순이익,-1833714345,4363103476,-7380776911
영업활동현금흐름,2590598880,3222519593,-317958924
영업이익,1683850775,4287510048,-836183735
매출액,16633018684,18550238032,8003940093
종가,32700,13200,15400
시가총액,199107553200,76863019200,78441671000
상장주식수,6088916,5822956,5093615
