,2018,2017,2016,2020,2019
자본금,3806303500,1849367000,2643467000,,
자산총계,39995306275,8432652386,2206333177,,
당기순이익,-6698373237,-15008326073,,,
영업활동현금흐름,-2639290169,-514946981,,,
영업이익,-4102497884,-3482120426,,,
매출액,4512315508,2773789800,,,
종가,22400,,,188200.0,57600.0
시가총액,170522396800,,,1540437137400.0,450438163200.0
상장주식수,7612607,,,8185107.0,7820107.0
