,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,9786979733,9573269432,6910653167,6910653167,6910653167,6910653167,6910653167,,,,
자산총계,105270245379,108184723137,112779862926,94580825015,88493721932,82728227814,80648606230,83821017374,69701067948,67865045167,60309637614
당기순이익,4137408249,-4060322176,4147038841,4092461641,-4531082416,-2970107463,-4059079774,612579346,1974916903,1114760497,7201730293
영업활동현금흐름,4828853056,1327609049,853556057,908868925,-341075316,-1781164039,-3630395400,3502924430,5576307947,5327478876,6507542477
영업이익,,,,,-1950447734,-2689376166,-5536807141,,,,
매출액,,,,,92337670761,86740197026,78617990207,,,,
종가,4065,4055,3765,6180,7200,5380,8780,6770,1850,7280,3980
시가총액,54797321940,54457100990,48568500000,79722000000,92880000000,69402000000,113262000000,87333000000,23865000000,62608000000,34228000000
상장주식수,13480276,13429618,12900000,12900000,12900000,12900000,12900000,12900000,12900000,8600000,8600000
