,2020,2019,2018,2017,2016,2015
자본금,7477489000,3702600000,3702600000,1851300000,1542850000,1142850000
자산총계,198459186348,163928259405,127077961937,113971470557,80106614033,73762850243
당기순이익,19771196902,17381442634,9785211759,9011950251,7742772715,4749881025
영업활동현금흐름,24410238366,13741260379,17598868830,8157296209,9936357813,3755098855
영업이익,23483028461,22107720088,14683838676,16079132409,11079762474,7978770349
매출액,113546854509,95486218684,73030114461,69192110334,49939560590,45863874385
종가,19900,28950,15950,40250,,
시가총액,297604062200,214380540000,118112940000,149029650000,,
상장주식수,14954978,7405200,7405200,3702600,,
