,2020,2019,2018
자본금,2697085000,2362335000,2362335000
자산총계,58993261472,31453419692,31844444314
당기순이익,-2572904163,-776561266,765204182
영업활동현금흐름,5028736603,349438844,2061635239
영업이익,-3353298568,-344299117,1342383667
매출액,25571167327,16298058091,14100865066
종가,33300,,
시가총액,179625861000,,
상장주식수,5394170,,
