,2020,2019,2018,2017,2016,2015,2014,2013
자본금,5462121500,5288147000,5288147000,5288147000,2715431500,2702931500,1857500000,1857500000
자산총계,190560458939,150525334723,137272927599,147866098270,90619079164,71188260990,39268761071,36357819008
당기순이익,22994085063,3170300869,13334730763,17567274546,6347688270,1571076784,5993174527,5073118581
영업활동현금흐름,26148853149,651713873,20977064770,7595749219,-1031121956,9974548138,4556149214,-2122979320
영업이익,22986649965,1974606051,15650645518,23757369699,7359772090,3983338915,5835834041,5027685906
매출액,172938448248,83475335219,133459368536,164085573217,73175922314,55440223882,54713633669,49640224386
종가,20800,11000,7700,17050,17750,10350,,
시가총액,227224254400,116339234000,81437463800,180325812700,96397818250,55950682050,,
상장주식수,10924243,10576294,10576294,10576294,5430863,5405863,,
