,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,5500000000,5500000000,5500000000,5500000000,3500000000,3500000000,3500000000,3500000000,2300000000,2300000000
자산총계,85233540537,80228019299,79726813171,60704295652,47390486786,42919981352,46220404283,45509718483,38360473242,38368392047
당기순이익,51891560,2243506533,446484672,2298163149,2441180783,2115150693,1150265563,1585991152,2954901954,3615437138
영업활동현금흐름,335066201,3233658183,853607579,4899289055,4385731544,3121219043,1910979319,2021883203,998952116,5071127336
영업이익,851926063,1624332881,671067581,2352669470,2320536341,1947084240,669458183,2469589271,4043743008,4531219454
매출액,59517977230,67174274043,65263334882,54476126566,55030268316,56083235953,51506189945,53114706253,50542985572,51913741175
종가,8320,3080,2430,3435,4865,,,,,
시가총액,91520000000,33880000000,26730000000,37785000000,34055000000,,,,,
상장주식수,11000000,11000000,11000000,11000000,7000000,,,,,
