,2020,2019,2018,2017,2016,2015,2014
자본금,210481441,210481441,118549315,37868899,37868899,26697763,0
자산총계,1578503351,1399329138,1172371875,851302650,633193032,356932274,327414184
당기순이익,115079867,128821612,127527454,114265312,104838572,77000789,71346144
영업활동현금흐름,139871766,216700013,94811046,99350461,68393573,66525696,43344192
영업이익,173083444,174781691,150335539,156629415,142384662,112026068,107396938
매출액,751445166,671161594,530659258,633675366,521817911,432109120,344717887
종가,283,313,752,3285,6500,,
시가총액,44934740000,49698140000,70236800000,97893000000,193700000000,,
상장주식수,158780000,158780000,93400000,29800000,29800000,,
