,2020,2019,2018,2017,2016,2015,2014
자본금,10931634000,10931634000,10931634000,10931634000,10823400000,1034050000,943410000
자산총계,844136126604,851081160313,705255017630,675596707008,673241932154,655491141154,629190636832
당기순이익,-8183681617,7064346157,4083124756,23236987324,34711429083,18319014305,-2405199926
영업활동현금흐름,-5297482605,39193099970,19526871030,28293003268,81635906295,-13079618242,12952446201
영업이익,-5203498800,18687638800,10501722015,31907613761,59235946701,45358946210,-2606554678
매출액,572674233326,617668703909,600927886078,613077613822,677072863491,676244524037,574642962468
종가,8340,6840,6220,9050,9260,,
시가총액,182339655120,149544753120,135989526960,197862575400,200449368000,,
상장주식수,21863268,21863268,21863268,21863268,21646800,,
