,2020,2019,2018,2017,2016,2015,2014,2013
자본금,15068102000,15068102000,5877533000,5803895500,5669428000,3608996500,2700000000,2700000000
자산총계,50548210387,78347410868,78663006202,73910576199,65325542872,53475498348,30851654346,31701411253
당기순이익,-262094982,-38394365015,-12921102459,684904528,561769558,6305711376,3473212800,253345894
영업활동현금흐름,-16634378061,-18361790948,7136057125,-1232879720,1562404996,-3162075962,6656762756,438786545
영업이익,-1360532296,-25863592550,-13175775979,1919043940,223511077,7280045792,3878369885,762913130
매출액,37607630664,90658952374,97316143890,60619125300,66718816535,55853400328,32464905901,18700911080
종가,310,,,,,,,
시가총액,18642222930,,,,,,,
상장주식수,60136203,,,,,,,
