,2020,2019,2018,2017,2016,2015,2014
자본금,17983647500,17983647500,17983647500,17983647500,12055765000,8732235500,8396380500
자산총계,525696589517,470730952084,346265922439,342705319184,288320112969,202719502792,229262058294
당기순이익,30424355042,11060139797,-13351582753,2230103304,1631930752,6981650560,
영업활동현금흐름,67179961347,39660708977,6084726125,22667976724,-23467355108,18909680456,
영업이익,49738324400,20645109379,-1220335998,6719038145,6645763501,10176553853,
매출액,875594203678,750478398625,557360715406,494925887913,445386595576,413943552379,
종가,2600,2965,,,,,
시가총액,93514967000,106643029675,,,,,
상장주식수,35967295,35967295,,,,,
