,2020,2019,2018
자본금,1125641200,934464000,879326100
자산총계,29152792692,10017816076,9763756938
당기순이익,-19647053857,-9388718487,-32341954872
영업활동현금흐름,-11570658859,-6850229762,-6692150647
영업이익,-12858259442,-8490452770,-7067989318
매출액,21654545,,
종가,72700,,
시가총액,818341152400,,
상장주식수,11256412,,
