,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,16860000000,16860000000,16860000000,16860000000,16860000000,16860000000,,,,
자산총계,451680724368,408972323161,375922303922,328594780857,308513945196,313422593419,,,,
당기순이익,17838645777,17382973594,13795377348,11713711636,1263247858,17789816583,,,,
영업활동현금흐름,22702661695,39114543034,28701403610,11516087504,9709150330,13833864248,,,,
영업이익,24010625909,27069213016,17290544590,16504788773,14870769234,4538730506,,,,
매출액,574922988733,516127676383,402472582378,398950053293,324737933281,275048203917,,,,
종가,8150,8930,8650,4945,4885,4290,4310.0,4900.0,9300.0,14100.0
시가총액,274818000000,301119600000,291678000000,166745400000,164722200000,144658800000,145333200000.0,165228000000.0,156798000000.0,237726000000.0
상장주식수,33720000,33720000,33720000,33720000,33720000,33720000,33720000.0,33720000.0,16860000.0,16860000.0
