,2020,2019,2018,2017
자본금,5000000000,5000000000,5000000000,5000000000
자산총계,53599247166,54307215336,59660385655,52672719854
당기순이익,-14809860434,-18697227491,9125740534,-321630080
영업활동현금흐름,-10467401146,-1821888691,-4838228883,-8161893745
영업이익,-5883151678,-20663704456,8077357785,-532748958
매출액,40415611868,54122517356,89405998557,51015104326
종가,4280,7360,15750,9940
시가총액,42800000000,73600000000,157500000000,99400000000
상장주식수,10000000,10000000,10000000,10000000
