,2020,2019,2018,2017,2016
자본금,1890000000,1890000000,1890000000,1514250000,1514250000
자산총계,337916814920,289657407238,302071990865,213272441577,152299811006
당기순이익,1479348373,13165566651,7553877998,11099074738,9979752717
영업활동현금흐름,1445343589,2503154233,12087180628,19189978413,-15391623488
영업이익,-1933437710,13162095209,5798842655,11340705820,8538530809
매출액,28592794948,118760646916,76871054623,85994056806,70996190020
종가,9620,8460,6320,,
시가총액,181818000000,159894000000,119448000000,,
상장주식수,18900000,18900000,18900000,,
