,2019,2018,2017,2020
자본금,56000000000,40000000000,40000000000,
자산총계,481150927535,276394915224,255448260543,
당기순이익,23547402252,18985222466,-204701599382,
영업활동현금흐름,16265542358,-40528216321,73106045275,
영업이익,22059851087,14273713872,-22789954893,
매출액,446103343108,347623352086,259797343427,
종가,17250,,,39850.0
시가총액,193200000000,,,446320000000.0
상장주식수,11200000,,,11200000.0
