,2020,2019,2018,2017
자본금,28924233000,25924233000,25924233000,25924233000
자산총계,550623582680,443616096080,361123753424,342281791193
당기순이익,59349919640,87692889706,28114476216,5063730573
영업활동현금흐름,93930933746,163099943535,38343305920,4450084709
영업이익,74903660644,95471193020,25496039157,13379047540
매출액,347772920401,386150386696,229357031070,268255946824
종가,11500,,,
시가총액,665257359000,,,
상장주식수,57848466,,,
