,2020,2019,2018,2017,2016
자본금,2522092000,2522092000,2227092000,1927092000,642364000
자산총계,17351020980,17232558358,11176488481,4203917279,7032168271
당기순이익,-3036081273,-3989026096,-2574357006,-3011954000,-777818902
영업활동현금흐름,-2871551570,-3263863419,-2179328714,-2259611322,-1122499963
영업이익,,,-2586293274,-2645705517,-1767545401
매출액,,,512204019,202717177,100540909
종가,16550,13800,,,
시가총액,83481245200,69609739200,,,
상장주식수,5044184,5044184,,,
