,2020,2019,2018,2017,2016,2015,2014
자본금,6184415000,6184415000,6184415000,6184415000,6184415000,6184415000,10893778209
자산총계,510235858597,547106597705,436826577081,310870929136,187358424018,150640310848,118427787551
당기순이익,22219520047,13711060107,34255817898,30293552157,19999696037,14496982834,15064407042
영업활동현금흐름,75754918139,-11642097629,-574593395,21659104763,17601158695,14971325496,6162926168
영업이익,39595641081,44656130035,41960407132,41075067071,28529123722,16776692929,16891673689
매출액,229749431321,252587272923,186316233652,150645643719,120033552217,95489314478,85763139425
종가,41100,53800,57500,62300,,,
시가총액,454928913000,595503054000,636457725000,689588109000,,,
상장주식수,11068830,11068830,11068830,11068830,,,
