,2018,2017,2016,2015,2020,2019
자본금,6765455000,6765455000,6765455000,908815000,,
자산총계,94296331855,89026530012,86458486529,57356346267,,
당기순이익,-6237552557,5155917997,10812686640,13488261830,,
영업활동현금흐름,-6504998549,7529080664,9796580724,20751171124,,
영업이익,-6410640278,5951008532,13100446775,16692923347,,
매출액,55815251847,82503007461,102001506891,101923202724,,
종가,8780,6970,9050,,3870.0,5750.0
시가총액,118801389800,94310442700,122454735500,,52364621700.0,77802732500.0
상장주식수,13530910,13530910,13530910,,13530910.0,13530910.0
