,2020,2019,2018,2017,2016
자본금,3193000000,3193000000,2473500000,1455000000,
자산총계,58410913245,57829246373,39215213400,33554862407,
당기순이익,-7918870348,-990868332,3827678697,3605597407,3678249944
영업활동현금흐름,3261266212,-7719010671,2224250447,3478316263,4888263615
영업이익,-3965510047,-2128854242,3660817248,4492270400,4102842038
매출액,76903899718,64673274232,54784605179,55373588057,52916012083
종가,19050,16000,,,
시가총액,121653300000,102176000000,,,
상장주식수,6386000,6386000,,,
