,2020,2019,2018,2017,2016,2015
자본금,3375366500,3375366500,3375366500,3375366500,2506201000,152195000
자산총계,81469766797,86622147429,58124051368,60853020795,27087717755,26886708184
당기순이익,1519883864,3327724101,4803738291,7626579167,7406092758,1045290647
영업활동현금흐름,2616962350,2055709524,1950856716,6353426537,8539489485,604473049
영업이익,3727796444,3208938352,5065567847,9165557477,8500275468,1722675024
매출액,50422858509,46789495280,42014602741,42068055098,38351960540,6961113638
종가,16700,10550,6390,14150,,
시가총액,112737241100,71220233150,43137183870,95522871950,,
상장주식수,6750733,6750733,6750733,6750733,,
