,2020,2019,2018,2017,2016,2015,2014
자본금,21354090500,15096753500,6097233000,6092233000,6092233000,2976116500,2792474000
자산총계,103932056459,100352368066,109698409055,162503251972,135208025224,51565595348,48551460232
당기순이익,7714958868,-1626735255,-18244162806,-4577652968,11889031745,961371227,2628236698
영업활동현금흐름,10554070887,-21356404874,1914463130,331160702,-1544703211,2140355510,-4953412834
영업이익,7925308685,13599076939,-14330046815,-403782867,9769343637,289809446,2613750281
매출액,101611716397,97484768269,146297533793,258081454493,146159357571,57844489824,62547030866
종가,2290,2530,825,4995,11350,10000,6590
시가총액,97801734490,76389572710,10060434450,60861407670,138293689100,52379480000,33509807320
상장주식수,42708181,30193507,12194466,12184466,12184466,5237948,5084948
