,2020,2019,2018,2017,2016,2015,2014
자본금,4369262400,4125168500,4125168500,4125168500,4053736000,3076189500,3041189500
자산총계,476930042307,150094736051,143552780020,140509864434,127314768058,81582530542,67015495921
당기순이익,30343389957,5296882588,13252598879,18572325368,11007602005,8120160555,5478251738
영업활동현금흐름,24478546043,4588281392,6650534942,30166716464,7551680832,14103894526,3801760039
영업이익,10912037251,3652653897,11806531353,22765945007,12554726331,7970096318,6026009967
매출액,108798640957,60165999447,73411627940,104494421639,67407271914,50526094804,35811513832
종가,6590,4235,11950,26100,22800,,
시가총액,287934392160,174700885975,98591527150,215333795700,180197041200,,
상장주식수,43692624,41251685,8250337,8250337,7903379,,
