,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,4380000000,4380000000,4380000000,4380000000,4380000000,4380000000,4380000000,4380000000,4380000000,4380000000,4380000000
자산총계,109526919750,104471828178,96873411877,86062522589,85309919175,78636741375,72997006922,64641403512,56277533937,55131039396,52577563898
당기순이익,10840830512,9978657014,10075162546,9306121844,8490381383,3083322897,6115046527,8680711710,5413131013,3680902516,
영업활동현금흐름,19251670902,13480903562,12194533808,8228757366,6898332131,3652452251,8402301892,9618729421,7188467829,5065051847,5099600622
영업이익,14394540036,16907877520,17956995363,12474435199,11737006910,9454646557,10351499113,11070970575,7330000355,5722274025,7120564318
매출액,63729164837,66868599509,63120774372,61230473471,56620142507,55867468871,52871051650,51422581993,49148130221,44251629310,37467026100
종가,6290,3225,3770,3650,4330,5360,6210,3675,3205,5350,2040
시가총액,275502000000,141255000000,165126000000,159870000000,189654000000,234768000000,271998000000,160965000000,140379000000,234330000000,89352000000
상장주식수,43800000,43800000,43800000,43800000,43800000,43800000,43800000,43800000,43800000,43800000,43800000
