,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,16016829500,15494780500,8337500000,8337500000,8337500000,8337500000,8337500000,8187500000,3274365000
자산총계,117784129633,186814570085,195966108993,197292558043,223071178249,166380050374,149157367819,132789326909,81596140042
당기순이익,-47815652412,-11239789545,-9379909901,-13013509582,1934903462,2993271370,3052246098,14172793764,4937970664
영업활동현금흐름,24248758111,-9152073858,24924056265,-2047479764,29594658907,38435436476,7048981916,10723449200,15328872411
영업이익,-40446972465,841108310,-6169576842,-8831577514,1614846743,6290670571,4682801830,20803422346,9401689513
매출액,212237537393,349099205834,204023159949,342535058870,367152776749,284415317849,182299859812,169513884365,63283278843
종가,1670,2295,2430,4685,4855,5400,5360,6550,
시가총액,53496210530,71116312500,40520250000,78122375000,80957125000,90045000000,87770000000,107256250000,
상장주식수,32033659,30987500,16675000,16675000,16675000,16675000,16375000,16375000,
