,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,18372505500,17812622500,15938240000,15938240000,15608570000,14180000000,14180000000,10680000000,10680000000,10680000000,10680000000
자산총계,65431756615,61496542787,54612565244,40388928597,41114892799,41052606643,30412762040,28523761425,33690475153,39869427292,45834348676
당기순이익,5837866939,614759851,3790431025,1035404950,1090101122,2079070191,-737649139,-3866465297,-6442314864,-5682425999,-4529912085
영업활동현금흐름,3553190457,5356312382,1016851016,1199933297,3197750403,3120597467,2514821187,-779323901,-3517094622,-3089912486,2769848262
영업이익,1200510393,4223141960,646410957,1329514275,2116859285,1946575902,-138949961,-3170866159,-5609805863,-4523237030,-3313015503
매출액,16423123838,25615579238,18683985285,18693164890,20712910845,22921497551,26032659181,25561721399,26449568209,27011293994,40277131285
종가,5090,3850,2320,2830,4060,6920,2015,4560,2195,397,790
시가총액,177361105990,129842193250,69545433600,84833438400,119027588400,183103200000,53316900000,88737600000,42714700000,7725620000,15373400000
상장주식수,34845011,33725245,29976480,29976480,29317140,26460000,26460000,19460000,19460000,19460000,19460000
