,2020,2019,2018,2017,2016,2015,2014
자본금,2887035700,2887035700,2756560600,2740251200,2740251200,2550251200,100000000
자산총계,101142229052,88918610090,76554499192,63923411428,52640798896,42361952315,31622475945
당기순이익,-16895381096,6135020729,5844962669,3438424091,6505455045,3543567760,5543582981
영업활동현금흐름,6226529761,24731571432,579809002,8508463904,1646535342,13686307197,-1394191269
영업이익,-4318361567,7047268272,7987319607,6655823912,7826782412,5733832714,7377681407
매출액,91793146691,90419017107,81464284735,70020157996,68614604173,44874009852,39704309310
종가,1635,1860,1835,2430,2460,2150,
시가총액,47203033695,53698864020,50582887010,66588104160,67410179520,54830400800,
상장주식수,28870357,28870357,27565606,27402512,27402512,25502512,
