,2020,2019,2018
자본금,46622740000,46622740000,46622740000
자산총계,3703454378084,4000830147806,3432511552977
당기순이익,-19258017305,16022962032,1908745648
영업활동현금흐름,386562290399,75200087039,2567158183
영업이익,44074735485,130252420646,49995739659
매출액,2983970863029,3781445371058,2180484844883
종가,62200,26650,41350
시가총액,579986885600,248499204200,385570059800
상장주식수,9324548,9324548,9324548
