,2020,2019,2018,2017,2016,2015,2014,2013
자본금,6385067500,2209882500,2179102500,2153852500,1642029000,1642029000,1120165000,1105565000
자산총계,956344165833,894690013619,918266455814,820929775306,294302739625,233571917075,97249646946,78068043720
당기순이익,45316091400,50278332948,75657188325,81350587843,50900866847,35856920521,13150407191,7306539635
영업활동현금흐름,74302498142,76994954935,65796485202,64192204618,45140518832,19763817909,10568145141,6875634570
영업이익,78059792591,68086696906,60194964448,101924345474,63260268445,17757467543,15488188589,11584288979
매출액,211038348381,204567625227,182391609421,182085496975,124189443779,65065577112,40349968216,29169596096
종가,187800,397700,381500,559600,321100,198600,,
시가총액,2379451353000,1717970540500,1662655207500,2410591718000,1054511023800,652213918800,,
상장주식수,12670135,4319765,4358205,4307705,3284058,3284058,,
