,2020,2019,2018,2017,2016
자본금,11032345200,10179853600,8269074000,7534482500,
자산총계,174720728054,189924143027,130369260237,92726263610,
당기순이익,6297361346,-1549639367,-13601714887,8072425304,
영업활동현금흐름,6439223817,27075194109,5923583779,5014662096,
영업이익,7746107799,8676316182,7916917310,9092143064,
매출액,89033746126,84122729146,47757633857,52344187839,
종가,5720,4455,14500,7950,13500.0
시가총액,315525072720,223298472870,239803146000,119798271750,203431027500.0
상장주식수,55161726,50123114,16538148,15068965,15068965.0
