,2020,2019,2018,2017,2016,2015
자본금,12688329000,12044685500,10412468500,8125856000,7106825000,6908575000
자산총계,82505287214,113643696823,73194017821,45914103677,47416212671,24982626487
당기순이익,-19745798550,-26394471529,-14294031834,-15614199062,-7146183341,-5754141251
영업활동현금흐름,-13994255275,-13321543232,-11476851407,-10646869182,-7796613102,-3800023793
영업이익,-18725364550,-23153708426,-11693968717,-11737865221,-9117541016,-5125200535
매출액,9137898290,6004583565,9165454310,9132938908,842804638,1484593341
종가,7910,8140,21800,12500,10800,10900
시가총액,196458028060,169714417180,453983626600,203146400000,153507420000,150606935000
상장주식수,24836666,20849437,20824937,16251712,14213650,13817150
