,2020,2019,2018,2017,2016,2015,2014
자본금,7169949600,3222900900,3022500000,3022500000,3022500000,2400000000,2400000000
자산총계,136195655295,166903279275,102570897912,89240627246,100203874447,81223297845,84261698734
당기순이익,-66009514443,-1611377175,9187435144,-3135563017,3310396797,21380615557,-5886780817
영업활동현금흐름,-9512356718,6932795527,10746232950,7123482664,8902725811,35643923393,-15602882680
영업이익,-19486404827,-3905703521,11569651039,2823064372,5107268788,26073444485,-6976083133
매출액,47777055985,94837169073,118254864121,88636333767,101228633294,202485445926,108972412816
종가,1390,2765,14450,7640,9120,,
시가총액,96584808860,89113209885,87350250000,46183800000,55130400000,,
상장주식수,69485474,32229009,6045000,6045000,6045000,,
