,2020,2019,2018,2017
자본금,761936800,731702000,616525000,605525000
자산총계,74215354900,61530651819,43741173655,32721042687
당기순이익,8589193809,4553784011,3855567020,2446846250
영업활동현금흐름,11464129421,5182233944,3450234677,1216248472
영업이익,8841369916,6732640909,5985687084,4800474546
매출액,58519826412,46039644588,37237435668,29339655004
종가,25100,20550,,
시가총액,191246136800,150364761000,,
상장주식수,7619368,7317020,,
