,2020,2019,2018
자본금,7411662900,5582907000,5582907000
자산총계,1309911592717,591751778679,545692907532
당기순이익,67510885873,8865964561,18896860352
영업활동현금흐름,82289021056,70251120457,73398876744
영업이익,66520928091,35002013586,47183274694
매출액,495521347080,391040194288,420804834957
종가,46000,,
시가총액,3406375164000,,
상장주식수,74051634,,
