,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,10838454500,10307105000,7937105000,5532105000,5350055000,4645875000,4005875000,12017626000,10547008000,9738624000
자산총계,17552968542,21075399394,21496506500,7887930908,10418151072,8904595054,7863481022,12513348910,14716947782,14272108536
당기순이익,-16805565410,-3039307511,-3018697887,-4122699418,-1623940743,156582565,-3427943408,-4271455022,-3008487816,-5038194343
영업활동현금흐름,-4059977490,1018158431,-1686452388,-1668104410,1386423387,2605384966,2198832279,1598254888,-14458942,2117958214
영업이익,-7611689204,-1247158934,-1450828218,-2449985038,-1047982517,537355445,-2273982234,-1726343598,-1608659059,-2807863515
매출액,11051473777,11406518008,13099805999,6935808936,7477631226,13815789138,13840272941,12898433320,12426752142,17072137266
종가,546,1530,1340,2790,2950,3025,963,1155,1170,1380
시가총액,11835592314,31539741300,21271441400,30869145900,29408550000,28107543750,23145947676,25674786060,23392998720,26878602240
상장주식수,21676909,20614210,15874210,11064210,9969000,9291750,24035252,22229252,19994016,19477248
