,2020,2019,2018,2017,2016,2015,2014,2013,2012
자본금,3108181500,3108181500,3108181500,3108181500,3108181500,3108181500,3108181500,2165000000,2165000000
자산총계,405368425847,346250549441,296804918484,257553469305,215291432418,178162645055,144122152073,46616087141,32452318351
당기순이익,54793852290,40280862675,42704857560,40656387640,38551772216,37290945131,38558969666,11627290303,5426174125
영업활동현금흐름,80087384132,32624974310,37994337407,35923504330,28156668833,42762008798,30446619221,13645213371,8853463968
영업이익,79674418917,44084208861,49181819085,48327512752,43536527586,44209855462,46303020088,15630999884,10719088586
매출액,403319026247,308557218942,266865873736,224993661180,179260110127,148110832228,142028014565,66480527926,50437218872
종가,65100,51000,52300,45400,56900,62600,75300,,
시가총액,404685231300,317034513000,325115784900,282222880200,353711054700,389144323800,468092133900,,
상장주식수,6216363,6216363,6216363,6216363,6216363,6216363,6216363,,
