,2020,2019,2018,2017,2016,2015
자본금,151809822000,143928048000,140526549000,137338423000,112084120000,2772465000
자산총계,3739698458262,2848904874116,2948569159215,2874945687952,2005753934105,1575526044491
당기순이익,240406565499,64961999795,11386139801,157438653868,97165760174,20584346616
영업활동현금흐름,-22608112292,-163839197088,-184228499815,-194299589382,30435615542,32010255466
영업이익,362112054668,82793144838,-25199558119,153652135027,155301782202,111904677485
매출액,1627596815280,1100877966455,713487407415,920921743248,733262825379,402389163972
종가,163000,53000,75300,108600,,
시가총액,24745000986000,7628186544000,10581649139700,14914952737800,,
상장주식수,151809822,143928048,140526549,137338423,,
