,2020,2019,2018
자본금,21638410000,21638410000,21638410000
자산총계,2824127677639,3224306571635,3138844258698
당기순이익,168272055112,122022892754,31498302811
영업활동현금흐름,564818284458,349544530966,115684004678
영업이익,266559583344,322913486443,125052221516
매출액,5161616999627,5983144766137,3359085918310
종가,211000,154500,185000
시가총액,913140902000,668626869000,800621170000
상장주식수,4327682,4327682,4327682
