,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
자본금,4783666500,4783666500,4783666500,4783666500,4783666500,4783666500,4783666500,4747650000,4747650000,
자산총계,253990161403,260438587895,254097102262,245551125235,227620039970,205060569950,190704227972,166437415534,152609527537,
당기순이익,13832346033,12498664871,12687781491,11832661045,16378076818,17119154501,14189510641,15041181450,13455658314,
영업활동현금흐름,-385047932,5320071943,-2001996017,33605358765,30384010439,3906337703,19412251725,20741715091,23112831599,
영업이익,16298014064,14859314175,9492281501,14747504047,18314534043,17925202458,15652270499,17397021937,15429888185,
매출액,189162527096,176919530633,122939671202,143063987487,174947503686,154238949636,139940369588,145574700363,139137960675,
종가,15450,13900,12050,12250,13850,12100,13250,15300,13100,9490.0
시가총액,147815294850,132985928700,115286362650,117199829250,132507562050,115764729300,126767162250,145278090000,124388430000,90110397000.0
상장주식수,9567333,9567333,9567333,9567333,9567333,9567333,9567333,9495300,9495300,9495300.0
