,2020,2019,2018,2017,2016,2015,2014,2013
자본금,16475424000,16475424000,15620748000,15620748000,10620748000,53103740000,53103740000,50603740000
자산총계,214826528995,219412824957,201374258538,199056838476,156041680992,121246322075,171200466736,205447786377
당기순이익,2360290911,6810933679,4400083350,6120821466,3160930846,-12718072544,-9057489131,15325132187
영업활동현금흐름,10234347433,-4929979806,19260692517,-18544144049,-13047117719,8373098966,21056095226,12487698988
영업이익,10775538179,10322200694,5287904106,17423008565,9133908800,-4506407627,-6746505026,7130986266
매출액,492213384865,494785992927,463758284736,471145212109,358349652683,457572263878,480672985530,566237826077
종가,1810,1685,,,,,,
시가총액,59641034880,55522178880,,,,,,
상장주식수,32950848,32950848,,,,,,
