,2020,2019,2018,2017,2016,2015
자본금,8715799000,3212637500,3084137500,2319215000,216770000,100000000
자산총계,131934969790,127113196539,124608857423,39819882120,15858740751,3473628909
당기순이익,4517801845,529579774,3848505512,5127828128,1934500961,1276501892
영업활동현금흐름,11301679993,4455293575,3600102371,3051627827,2631991933,544037338
영업이익,5959917778,3615639699,5071575003,6255302109,2075191225,1317181591
매출액,76666400965,68299519914,54379273344,39335983793,18597105694,11443114329
종가,8450,15250,19150,,,
시가총액,145644470400,97985443750,118122466250,,,
상장주식수,17236032,6425275,6168275,,,
