,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
자본금,18751364000,44961258500,36687027000,27108328500,112183528000,75287092000,64194558000,53114150000,51117268000,51022580000,51022580000
자산총계,508899950809,627860658796,588414093296,661548852034,540128417120,554699622250,504606287536,453347281272,434804633781,418284547272,391322637244
당기순이익,241879349,-27833229817,-38061341990,-107322691164,-38925653770,-59279251722,-24315036246,-10909338749,2940438940,-27798667846,-208696484
영업활동현금흐름,15919800244,-13028091338,-19835914600,-2682957667,-32153159640,-9677656584,512336028,-5428839276,11938504772,-31797732716,-16345518268
영업이익,34611431739,-1298140094,2178439385,-39377643873,-24128727677,-46421619006,-11536559197,1696506554,18614328332,-14019634936,6409755109
매출액,484064481529,265642043539,412274754394,556516272475,421933897529,244779873711,249658901833,265875978147,250656712780,247106243629,217967410507
종가,2465,628,935,1230,536,720,785,705,716,480,11250
시가총액,87324806525,56471340676,50692863210,66686488110,120260742016,107032629600,100775280890,74890951500,73199927776,48981676800,114800805000
상장주식수,35425885,89922517,54216966,54216657,224367056,148656430,128376154,106228300,102234536,102045160,10204516
