,2020,2019,2018,2017,2016,2015
자본금,6491887500,2874569500,2874569500,2811069500,2811069500,1284500000
자산총계,82456973913,63214938903,64046973102,36000072798,33108335736,15785334855
당기순이익,-23193616435,-5489808422,-12079639329,-4490672832,-27286241660,-24529222871
영업활동현금흐름,-2276559741,-2708894077,-3337244201,-2836083345,-2201141317,-1479215304
영업이익,-4870333538,-5366988389,-7285875725,-4528088622,-3884103807,-2347796341
매출액,11013297745,8166654605,5635486819,2998386863,1625312087,1446740493
종가,24450,13850,12450,18400,9430,19000
시가총액,309357952650,79625575150,71576780550,103447357600,53016770770,48811000000
상장주식수,12652677,5749139,5749139,5622139,5622139,2569000
