,2020,2019,2018,2017,2016,2015
자본금,8103447500,7932447500,7932447500,2666072500,2128982500,2128982500
자산총계,91244372105,82836836664,77731151847,70113010094,48698630893,38834320423
당기순이익,550717442,4917577024,6449398053,10779136676,12848562543,-6940573450
영업활동현금흐름,4090869271,12620222422,9648639960,7069831969,14006144011,-1581737517
영업이익,768679424,6335967325,8046010203,14753642128,12284766519,-7313190865
매출액,59605293941,63087225111,47977085898,50909071718,38881708713,15259024788
종가,18250,18500,5680,19250,,
시가총액,295775833750,293500557500,90112603600,102643791250,,
상장주식수,16206895,15864895,15864895,5332145,,
