,2020,2019,2018,2017,2016,2015
자본금,1867142800,1867142800,1867142800,1710142800,300000000,300000000
자산총계,39064209554,38518767792,34085139652,30960327664,23262171845,19984257005
당기순이익,953202990,1029761329,1776466947,-2000527895,1693709937,578167797
영업활동현금흐름,848311123,3563830798,-477752131,4183572733,-574819937,4393143138
영업이익,1415471080,1464908299,1981143421,1516210110,2568645614,482566744
매출액,47497013583,50079354553,35199453558,40926675548,41233606435,35477175650
종가,3010,2890,3015,3165,,
시가총액,56200998280,53960426920,56294355420,54126019620,,
상장주식수,18671428,18671428,18671428,17101428,,
