,2020,2019,2018,2017,2016
자본금,165412500000,165412500000,165412500000,,
자산총계,6424201164962,5911626511920,5980408648293,,
당기순이익,240974799963,202904099088,224109194872,,
영업활동현금흐름,202090026541,10153614976,-33017327325,,
영업이익,292786554082,91742387198,55678744526,,
매출액,1164776873641,701591859755,535805801067,,
종가,826000,433000,386500,371000.0,151000.0
시가총액,54652290000000,28649445000000,25572772500000,24547215000000.0,9990915000000.0
상장주식수,66165000,66165000,66165000,66165000.0,66165000.0
