,2020,2019,2018,2017
자본금,70325546500,60214825000,37230163000,18968750000
자산총계,248159450765,164654059504,100651861635,36404550354
당기순이익,-44084773867,-29006089129,-8534274631,-6667628907
영업활동현금흐름,4624819876,-3893742491,-4588748058,-533296026
영업이익,-7941488245,-1972224856,-12910696320,-5006688699
매출액,43591507391,44952919309,46003132778,61021493389
종가,2110,,,
시가총액,296773806230,,,
상장주식수,140651093,,,
